Source List,Entity Number,SDN Type,Programs,Name,Title,Address,City,State/Province,Postal Code,Country,Federal Register Notice,Effective Date,Date Lifted/Waived/Expired,Standard Order,License Requirement,License Policy,Call Sign,Vessel Type,Gross Tonnage,Gross Register Tonnage,Vessel Flag,Vessel Owner,Remarks/Notes,Address Number,Address Remarks,Alternate Number,Alternate Type,Alternate Name,Alternate Remarks,Web Link,,,,
EL,,,,National University of Defense Technology (NUDT),,"147 Deya Road, Kaifu District, Changsha City",Changsha City,Hunan Province,,China,80 FR 8524; 84 FR 29373; 87 FR 38925,2/18/2015; 6/24/19; 6/30/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Central South CAD Center; CSCC; Hunan Guofang Keji University,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,National University of Defense Technology (NUDT),,"47 Yanwachi, Kaifu District",Changsha,Hunan ,,China,80 FR 8524; 84 FR 29373; 87 FR 38925,2/18/2015; 6/24/19; 6/30/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Central South CAD Center; CSCC; Hunan Guofang Keji University,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,National University of Defense Technology (NUDT),,"Wonderful Plaza, Sanyi Avenue, Kaifu District  ",Changsha,,,China,80 FR 8524; 84 FR 29373; 87 FR 38925,2/18/2015; 6/24/19; 6/30/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Central South CAD Center; CSCC; Hunan Guofang Keji University,,,,,,
EL,,,,National University of Defense Technology (NUDT),,No. 54 Beiya Road,Changsha,,,China,80 FR 8524; 84 FR 29373; 87 FR 38925,2/18/2015; 6/24/19; 6/30/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Central South CAD Center; CSCC; Hunan Guofang Keji University,,,,,,
EL,,,,National University of Defense Technology (NUDT),,No. 54 Deya Road,Changsha,,,China,80 FR 8524; 84 FR 29373; 87 FR 38925,2/18/2015; 6/24/19; 6/30/2020,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Central South CAD Center; CSCC; Hunan Guofang Keji University,,,,,,
EL,,,,National Supercomputing Center Changsha (NSCC-CS),,Changsha City,Hunan Province,,,China,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,,,,,
EL,,,,National Supercomputing Center Tianjin (NSCC-TJ),,"7th Street, Binhai New Area",Tianjin,,,China,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,, ,,,,,,,,,,,,,,,
EL,,,,National Supercomputing Center Guangzhou (NSCC-GZ),,"Sun Yat-Sen University, University City",Guangzhou,,,China,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,,,,,
EL,,,,Azad Motors Property Choice,,"Main GT Road, Hajji Camp",Peshawar,, ,Pakistan,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Peshawar Master Azad Motors,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Azad Motors Property Choice,,"Main GT Road, Hajji Camp",Peshawar,,,Pakistan,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Peshawar Motors Complex,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Azad Motors Property Choice,,"Main GT Road, Hajji Camp",Peshawar,,,Pakistan,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Karakoram Azad Motors,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Azad Motors Property Choice,,"Main GT Road, Hajji Camp",Peshawar,,,Pakistan,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Azad Cars,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Hakim Noor,,"Sarafa Shop #10, Noor Muhammad Market",Miram Shaw,,,Pakistan,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,,,,,
EL,,,,Hakim Noor,,Mir Nasir Plaza,Sikandar Pura,,,Pakistan,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,,,,,
EL,,,,Hakim Noor,,"Sarafa Shop #10, Noor Muhammad Market",Miram Shaw,,,Pakistan,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Hakim Nur,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Hakim Noor,,Mir Nasir Plaza,Sikandar Pura,,,Pakistan,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Hakim Nur,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Hakim Nur Sarafa,,"Sarafa Shop #10, Noor Muhammad Market",Miram Shaw,,,Pakistan,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,,,,,
EL,,,,Hakim Nur Sarafa,,Market Shop Number 10 Sarafa Bazar,Miram Shaw,,,Pakistan,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,,,,,
EL,,,,Hakim Nur Sarafa,,"Sarafa Shop #10, Noor Muhammad Market",Miram Shaw,,,Pakistan,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Noor Muhammad Market,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Hakim Nur Sarafa,,Market Shop Number 10 Sarafa Bazar,Miram Shaw,,,Pakistan,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Haji Hakim Noor Saraf,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Hakim Nur Sarafa,,"Sarafa Shop #10, Noor Muhammad Market",Miram Shaw,,,Pakistan,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Noor Muhammad Market,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Hakim Nur Sarafa,,Market Shop Number 10 Sarafa Bazar,Miram Shaw,,,Pakistan,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Haji Hakim Noor Saraf,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Sher Qadir,,Darpa Khel Village,Mirim Shaw,,,Pakistan,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Ajab Noor,,Box No. 28715,Dubai,,,UAE,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,, ,,,,,,
EL,,,,Ajab Noor,,"Dubai Tower, Al Maktoum Rd, Al Rigga","Dubai, Near Baniyas Square Metro Station",,,UAE,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,,,,,
EL,,,,Ajab Noor,,Box No. 28715,Dubai,,,UAE,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Ajab Nur,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Ajab Noor,,"Dubai Tower, Al Maktoum Rd, Al Rigga","Dubai, Near Baniyas Square Metro Station",,,UAE,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Ajab Nur,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Ajab Trading Co. LLC,,Box No. 28715,Dubai,,,UAE,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Ajab Trading Co. LLC,,"Dubai Tower, Al Maktoum Rd, Al Rigga","Dubai, Near Baniyas Square Metro Station",, ,UAE,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Perfect Tyre Trading Co LLC,,Al Ain - Al Sanaiya - Inh. Mohammed Sultan Aldarmaki ? Bld,Dubai,,,UAE,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Perfect Tyre Trading Co LLC,,Post Box No. 67221,Abu Dhabi,,,UAE,80 FR 8524,2/18/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,"Shandong Sheenrun Optics and Electronics Co., Ltd",,"Room A312, Tower F1 Qilu Software Park, Hi-tech Zone",Jinan,,250101,China ,80 FR 22638,4/23/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,"Shandong Sheenrun Optics and Electronics Co., Ltd",,"Room A312, Tower F1 Qilu Software Park, Hi-tech Zone",Jinan,,250101,China ,80 FR 22638,4/23/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,China Sheenrun Optics and Electronics Co. Ltd.,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,"Shandong Sheenrun Optics and Electronics Co., Ltd",,"Room A312, Tower F1 Qilu Software Park, Hi-tech Zone",Jinan,,250101,China ,80 FR 22638,4/23/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Jinan Sheenrun Electronics Company Ltd. ,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Abbas Goldoozan,,"No. 86 Negin Tower, Farmaniyeh St., 1937944633 Tehran, Iran",,,,Iran ,80 FR 22638,4/23/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,See also alternate address under Turkey,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Arash Servatian,,"12 Kandovan Alley Enghelab Ave., Opp. Villa (Ostad Nejatollahi) 1131834914",Tehran,,,Iran,80 FR 22638,4/23/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Elaheh Siahpoush,,"12 Kandovan Alley Enghelab Ave., Opp. Villa (Ostad Nejatollahi) 1131834914",Tehran,,,Iran,80 FR 22638,4/23/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL ,,,,Faratel Company,,"12 Kandovan Alley Enghelab Ave., Opp. Villa (Ostad Nejatollahi) 1131834914",Tehran,,,Iran,80 FR 22638,4/23/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Arthur Shyu,,"3F-1 No. 52, SEC 2 Chung Shan N. Road",Taipei 104,,,Taiwan,80 FR 22638,4/23/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Abbas Goldoozan,,"Kimya IC VE Dis Ticaret Ltd., 2nd Floor, No. 2, Istanbul, Turkey; Yesil Tulumba A, Istanbul, Turkey 34134",,,,Turkey,80 FR 22638,4/23/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,See also alternate address under Iran,,,,,,,http://www.bis.doc.gov/index.php/policy-guidance/lists-of-parties-of-concern/entity-list,,,,
EL,,,,Golsad Istanbul Trading ,,"2nd Floor, No. 2; and Yesil Tulumba A, Istanbul Turkey 34134",Istanbul,,,Turkey,80 FR 22638,4/23/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Golsad Import-Export,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Beijing FJR Optoelectronic Technology Company Ltd,,"No. 2A Zhonghuan South Road, Wangjing, Chaoyang District",Beijing,,100102,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,FJIR Optoelectronic Technology Company Ltd.,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Beijing FJR Optoelectronic Technology Company Ltd,,"No. 2A Zhonghuan South Road, Wangjing, Chaoyang District",Beijing,,100102,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Beijing Fu Jerry,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Beijing FJR Optoelectronic Technology Company Ltd,,"No. 2A Zhonghuan South Road, Wangjing, Chaoyang District",Beijing,,100102,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Fu Jirui,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Beijing FJR Optoelectronic Technology Company Ltd,,"Room 302 Office, Bldg. 11, No. 4, Anningzhuang Rd",Beijing,,100085,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,FJIR Optoelectronic Technology Company Ltd.,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Beijing FJR Optoelectronic Technology Company Ltd,,"Room 302 Office, Bldg. 11, No. 4, Anningzhuang Rd",Beijing,,100085,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Beijing Fu Jerry,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Beijing FJR Optoelectronic Technology Company Ltd,,"Room 302 Office, Bldg. 11, No. 4, Anningzhuang Rd",Beijing,,100085,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Fu Jirui,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Beijing FJR Optoelectronic Technology Company Ltd,,"Beijing Shunyi district airport into 25-4, Huiyuan, 25th floor",Beijing,,100028,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,FJIR Optoelectronic Technology Company Ltd.,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Beijing FJR Optoelectronic Technology Company Ltd,,"Beijing Shunyi district airport into 25-4, Huiyuan, 25th floor",Beijing,,100028,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Beijing Fu Jerry,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Beijing FJR Optoelectronic Technology Company Ltd,,"Beijing Shunyi district airport into 25-4, Huiyuan, 25th floor",Beijing,,100028,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Fu Jirui,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Beijing FJR Optoelectronic Technology Company Ltd,,"25-4 Yuhua Rd, 25th Floor, Shunyi District",Beijing,,101318,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,FJIR Optoelectronic Technology Company Ltd.,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Beijing FJR Optoelectronic Technology Company Ltd,,"25-4 Yuhua Rd, 25th Floor, Shunyi District",Beijing,,101318,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Beijing Fu Jerry,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Beijing FJR Optoelectronic Technology Company Ltd,,"25-4 Yuhua Rd, 25th Floor, Shunyi District",Beijing,,101318,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Fu Jirui,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Beijing Opto-Electronics Technology Company,,"No. 4, Jiuxianqiao Road, Chaoyang District",Beijing,,100015,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,BOET,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,BOP Opto-Electronics Technology Company,,"No. 10, Jiuxianqiao North Road, Chaoyang District",Beijing,,100016,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Beijing BOP Electro-Optics,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,BOP Opto-Electronics Technology Company,,"No. 4 Jiuxianqiao Road, Chaoyang District",Beijing,,100015,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Beijing BOP Electro-Optics,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,China Electronic Technology Group Corporation No. 11 Research Institute,,"No. 10, Jiuxianqiao North Road, Chaoyang District",Beijing,,100016,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,North China Research Institute of Electro-Optics (NCRIEO),,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,China Electronic Technology Group Corporation No. 11 Research Institute,,"No. 10, Jiuxianqiao North Road, Chaoyang District",Beijing,,100016,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,China North Research Institute of Electro-Optics,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,China Electronic Technology Group Corporation No. 11 Research Institute,,"No. 10, Jiuxianqiao North Road, Chaoyang District",Beijing,,100016,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,CETC 11th Research Institute (CETC 11th RI),,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,China Electronic Technology Group Corporation No. 11 Research Institute,,"No. 10, Jiuxianqiao North Road, Chaoyang District",Beijing,,100016,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,Subordinate Institution: Beijing Laiyin Company Ltd,,,,,Beijing North China Lai Yin Opto-Electronics Technology Company,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,China Electronic Technology Group Corporation No. 11 Research Institute,,"No. 10, Jiuxianqiao North Road, Chaoyang District",Beijing,,100016,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,Subordinate Institution: China Electronics Technology Corporation (CETC) Infrared Engineering and Technology Company,,,,,CETC Infrared or CETC IR,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,China Electronic Technology Group Corporation No. 11 Research Institute,,"No. 4 Jiuxianqiao Road, Chaoyang District",Beijing,,100015,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,North China Research Institute of Electro-Optics (NCRIEO),,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,China Electronic Technology Group Corporation No. 11 Research Institute,,"No. 4 Jiuxianqiao Road, Chaoyang District",Beijing,,100015,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,China North Research Institute of Electro-Optics,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,China Electronic Technology Group Corporation No. 11 Research Institute,,"No. 4 Jiuxianqiao Road, Chaoyang District",Beijing,,100015,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,CETC 11th Research Institute (CETC 11th RI),,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,China Electronic Technology Group Corporation No. 11 Research Institute,,"No. 4 Jiuxianqiao Road, Chaoyang District",Beijing,,100015,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,Subordinate Institution: Beijing Laiyin Company Ltd,,,,,Beijing North China Lai Yin Opto-Electronics Technology Company,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,China Electronic Technology Group Corporation No. 11 Research Institute,,"No. 4 Jiuxianqiao Road, Chaoyang District",Beijing,,100015,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,Subordinate Institution: China Electronics Technology Corporation (CETC) Infrared Engineering and Technology Company,,,,,CETC Infrared or CETC IR,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,China Electronic Technology Group Corporation No. 11 Research Institute,,Electronic City of Zhong Guan Cun Technical Zone,Beijing,,100015,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,North China Research Institute of Electro-Optics (NCRIEO),,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,China Electronic Technology Group Corporation No. 11 Research Institute,,Electronic City of Zhong Guan Cun Technical Zone,Beijing,,100015,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,China North Research Institute of Electro-Optics,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,China Electronic Technology Group Corporation No. 11 Research Institute,,Electronic City of Zhong Guan Cun Technical Zone,Beijing,,100015,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,CETC 11th Research Institute (CETC 11th RI),,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,China Electronic Technology Group Corporation No. 11 Research Institute,,Electronic City of Zhong Guan Cun Technical Zone,Beijing,,100015,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,Subordinate Institution: Beijing Laiyin Company Ltd,,,,,Beijing North China Lai Yin Opto-Electronics Technology Company,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,China Electronic Technology Group Corporation No. 11 Research Institute,,Electronic City of Zhong Guan Cun Technical Zone,Beijing,,100015,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,Subordinate Institution: China Electronics Technology Corporation (CETC) Infrared Engineering and Technology Company,,,,,CETC Infrared or CETC IR,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Fuyuan Huang,,"No. 2A Zhonghuan South Road, Wangjing, Chaoyang District",Beijing,,100102,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Fuyuan Huang,,"Room 302 Office, Bldg 11, No. 4, Anningzhuang Rd",Beijing,,100085,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Yin Zhao,,"No. 2A Zhonghuan South Road, Wangjing, Chaoyang District",Beijing,,100102,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Yin Zhao,,"Room 302 Office, Bldg 11, No. 4, Anningzhuang Rd",Beijing,,100085,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Yiwu Tianying Optical Instrument Company,,"Room 301, 1 Unit, 18 Building, Houcheng Yi Qu, Jiangdong Street, Yiwu City",Zhejiang,,322000,China,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Korea Automation Industry (KAI),,"D-304, Songdo BRC Smart Valley 30 Songdomirae-ro Yeonsu-gu",Incheon,,406-840,South Korea,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Korea Automation Industry (KAI),,"4F Miejeong B/D, 405-216, MOK 1-Dong, Yangcheon-Ku",Seoul,,,South Korea,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Korea Automation Industry (KAI),,"Number 102-704, Daewoo 2nd, 925-7 Dongchundong, Yeonsu-Ku",Incheon,,,South Korea,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,Joseph Choi,,"D-304, Songdo BRC Smart Valley 30 Songdomirae-ro Yeonsu-gu",Incheon,,406-216,South Korea,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Yo-so'p Ch'oe,,http://www.bis.doc.gov/entities.default.htm,,,, 
EL,,,,Joseph Choi,,"4F Miejeong B/D, 405-216, MOK 1-Dong, Yangcheon-Ku",Seoul,,,South Korea,80 FR 44846,7/28/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR).,Presumption of denial.,,,,,,,,,,,,Yo-so'p Ch'oe,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,"Yuzhno-Kirinskoye Field, in the Sea of Okhotsk",,,,,,Russia,80 FR 47402,8/7/2015,,,For all items subject to the EAR. (See §746.5 of the EAR).,Presumption of denial.,,,,,,,,,,,,,,http://www.bis.doc.gov/entities.default.htm,,,,
EL,,,,State Enterprise Evpatoria Sea Commercial Port,,"Mariners Square 1, Evpatoria",Crimea,,97416,Ukraine,80 FR 52963,9/2/2015,,,For all items subject to the EAR.  (See §744.11 of the EAR),Presumption of denial.,,,,,,,,,,,,Port of Evpatoria; Port of Yevpatoria; Seaport of Yevpatoriya; Yevpatoria Commercial Seaport; Yevpatoria Merchant Sea Port; Yevpatoria Sea Port; Yevpatoriya Commercial Sea Port; Yevpatoriya Sea Port,,http://www.bis.doc.gov/entities.default.htm,,,,
